density,instance,t_mean,t_stdev
0.8,13,1.2961e+08,9.11143e+06
0.8,14,1.33729e+08,1.876e+07
0.8,15,1.31464e+08,1.11162e+07
0.8,16,1.27542e+08,1.13685e+07
0.8,17,1.24855e+08,1.17692e+07
0.8,18,1.22058e+08,7.18758e+06
0.8,19,1.2345e+08,6.72607e+06
0.8,20,1.21799e+08,4.14967e+06
0.8,21,1.22533e+08,8.68886e+06
0.8,22,1.22599e+08,5.43969e+06
0.8,23,1.23309e+08,1.10263e+07
0.8,24,1.22372e+08,1.05631e+07
0.8,25,1.20294e+08,3.20558e+06
0.8,26,1.21592e+08,5.96174e+06
0.8,27,1.24195e+08,9.61887e+06
0.8,28,1.25846e+08,1.30541e+07
0.8,29,1.23493e+08,6.56863e+06
0.8,30,1.21149e+08,6.03559e+06
0.9,1,1.40584e+08,1.03725e+07
0.9,2,1.38347e+08,5.52062e+06
0.9,3,1.43136e+08,9.54419e+06
0.9,4,1.46176e+08,1.52505e+07
0.9,5,1.47585e+08,1.11866e+07
0.9,6,1.39096e+08,7.22895e+06
0.9,7,1.38963e+08,6.68489e+06
0.9,8,1.46521e+08,1.55089e+07
0.9,9,1.47106e+08,1.7051e+07
0.9,10,1.41303e+08,7.32939e+06
0.9,11,1.48436e+08,3.01486e+07
0.9,12,1.41092e+08,8.55911e+06
0.9,13,1.37768e+08,6.67588e+06
0.9,14,1.36666e+08,8.32517e+06
0.9,15,1.37023e+08,7.52579e+06
0.9,16,1.36377e+08,6.69586e+06
0.9,17,1.35649e+08,4.7369e+06
0.9,18,1.37617e+08,9.8509e+06
0.9,19,1.38141e+08,8.0372e+06
0.9,20,1.36518e+08,6.93899e+06
0.9,21,1.38144e+08,9.60803e+06
0.9,22,1.4236e+08,1.54127e+07
0.9,23,1.47031e+08,1.55026e+07
0.9,24,1.51767e+08,1.87985e+07
0.9,25,1.48013e+08,2.28398e+07
0.9,26,1.56673e+08,2.4394e+07
0.9,27,1.36159e+08,1.14645e+07
0.9,28,1.33942e+08,1.11805e+07
0.9,29,1.32426e+08,1.06238e+07
0.9,30,1.33126e+08,6.24631e+06
