density,instance,t_mean,t_stdev
0.3,29,1.1677e+08,1.63545e+07
0.3,30,1.05317e+08,1.03186e+07
0.4,1,1.40016e+08,1.27421e+07
0.4,2,1.57334e+08,2.05542e+07
0.4,3,1.43645e+08,1.50602e+07
0.4,4,1.49406e+08,2.0416e+07
0.4,5,1.36588e+08,4.6169e+06
0.4,6,1.36356e+08,5.56633e+06
0.4,7,1.35344e+08,4.98717e+06
0.4,8,1.37064e+08,1.52978e+07
0.4,9,1.41588e+08,2.1658e+07
0.4,10,1.4291e+08,1.10239e+07
0.4,11,1.43817e+08,1.80329e+07
0.4,12,1.34974e+08,7.78297e+06
0.4,13,1.49456e+08,1.88787e+07
0.4,14,1.40288e+08,9.38699e+06
0.4,15,1.50045e+08,1.44672e+07
0.4,16,1.48226e+08,1.47641e+07
0.4,17,1.43927e+08,5.76166e+06
0.4,18,1.45127e+08,7.69372e+06
0.4,19,1.3885e+08,1.07618e+07
0.4,20,1.34064e+08,4.90754e+06
0.4,21,1.39624e+08,9.11519e+06
0.4,22,1.35446e+08,4.46106e+06
0.4,23,1.38216e+08,1.0395e+07
0.4,24,1.32487e+08,6.2185e+06
0.4,25,1.32381e+08,5.98665e+06
0.4,26,1.33705e+08,1.58344e+07
0.4,27,1.32086e+08,7.28614e+06
0.4,28,1.303e+08,4.73134e+06
0.4,29,1.31232e+08,8.30366e+06
0.4,30,1.332e+08,1.45077e+07
0.5,1,1.66796e+08,7.36055e+06
0.5,2,1.83382e+08,1.83235e+07
0.5,3,1.82264e+08,1.01152e+07
0.5,4,1.73081e+08,1.05621e+07
0.5,5,1.79867e+08,9.50075e+06
0.5,6,1.75293e+08,1.68089e+07
0.5,7,1.88839e+08,1.64398e+07
0.5,8,1.82425e+08,1.73845e+07
0.5,9,1.79083e+08,1.58362e+07
0.5,10,1.75184e+08,1.02563e+07
0.5,11,1.76824e+08,1.06787e+07
0.5,12,1.95456e+08,2.68478e+07
0.5,13,1.73954e+08,6.29156e+06
0.5,14,1.82634e+08,1.8162e+07
0.5,15,1.79959e+08,1.75668e+07
0.5,16,1.75297e+08,7.33643e+06
0.5,17,1.81107e+08,1.13872e+07
0.5,18,1.80153e+08,1.41772e+07
0.5,19,1.78765e+08,8.78608e+06
0.5,20,1.7986e+08,6.402e+06
0.5,21,1.79609e+08,1.03439e+07
0.5,22,1.78279e+08,5.87335e+06
0.5,23,1.77453e+08,2.05879e+07
0.5,24,1.7675e+08,1.14343e+07
0.5,25,1.86239e+08,1.86535e+07
0.5,26,1.79459e+08,1.07825e+07
0.5,27,1.89486e+08,1.45211e+07
0.5,28,1.86632e+08,2.43542e+07
0.5,29,1.85266e+08,2.42555e+07
0.5,30,1.84455e+08,2.27003e+07
0.6,1,2.14261e+08,1.67336e+07
0.6,2,2.08173e+08,1.11338e+07
0.6,3,2.13479e+08,1.19173e+07
0.6,4,2.26709e+08,2.64137e+07
0.6,5,2.27842e+08,3.00904e+07
0.6,6,2.12237e+08,1.76745e+07
0.6,7,2.17414e+08,1.69174e+07
0.6,8,2.10253e+08,9.18844e+06
0.6,9,2.20859e+08,2.82342e+07
0.6,10,2.04782e+08,9.89207e+06
0.6,11,2.11813e+08,1.46159e+07
0.6,12,2.07817e+08,1.95792e+07
0.6,13,1.98673e+08,1.34092e+07
0.6,14,1.98052e+08,9.91281e+06
0.6,15,1.93301e+08,7.25482e+06
0.6,16,2.15883e+08,1.84211e+07
0.6,17,2.16951e+08,2.04528e+07
0.6,18,2.16776e+08,2.3976e+07
0.6,19,2.16098e+08,2.18278e+07
0.6,20,2.08493e+08,1.34306e+07
0.6,21,2.1225e+08,1.9038e+07
0.6,22,2.1646e+08,2.00099e+07
0.6,23,2.09544e+08,1.58772e+07
0.6,24,2.03764e+08,1.25147e+07
0.6,25,2.10476e+08,1.86719e+07
0.6,26,2.07282e+08,7.75026e+06
0.6,27,2.11826e+08,1.55072e+07
0.6,28,2.12518e+08,2.6077e+07
0.6,29,2.17629e+08,1.91903e+07
0.6,30,2.12723e+08,1.08201e+07
0.7,1,2.56375e+08,2.55163e+07
0.7,2,2.53789e+08,1.87791e+07
0.7,3,2.58479e+08,1.90683e+07
0.7,4,2.46342e+08,1.67057e+07
0.7,5,2.49033e+08,1.89372e+07
0.7,6,2.49316e+08,2.34941e+07
0.7,7,2.57204e+08,4.81532e+07
0.7,8,2.28139e+08,8.38534e+06
0.7,9,2.29415e+08,1.17335e+07
0.7,10,2.25625e+08,8.24967e+06
0.7,11,2.26461e+08,8.49123e+06
0.7,12,2.22906e+08,6.38086e+06
0.7,13,2.259e+08,9.61276e+06
0.7,14,2.26923e+08,9.42265e+06
0.7,15,2.47348e+08,1.95084e+07
0.7,16,2.36503e+08,1.01664e+07
0.7,17,2.31543e+08,1.35781e+07
0.7,18,2.28738e+08,1.05743e+07
0.7,19,2.29396e+08,1.04142e+07
0.7,20,2.3549e+08,1.00956e+07
0.7,21,2.35725e+08,1.21212e+07
0.7,22,2.55691e+08,2.4354e+07
0.7,23,2.55958e+08,2.27599e+07
0.7,24,2.48243e+08,2.7624e+07
0.7,25,2.4413e+08,8.50836e+06
0.7,26,2.44919e+08,1.31899e+07
0.7,27,2.43242e+08,1.74049e+07
0.7,28,2.31739e+08,9.11484e+06
0.7,29,2.25027e+08,1.17125e+07
0.7,30,2.23625e+08,7.38473e+06
0.8,1,2.80325e+08,2.20419e+07
0.8,2,3.01727e+08,2.82942e+07
0.8,3,2.8265e+08,2.63885e+07
0.8,4,2.80396e+08,2.96148e+07
0.8,5,2.89696e+08,6.52972e+07
0.8,6,3.01842e+08,4.48508e+07
0.8,7,2.72032e+08,2.66643e+07
0.8,8,2.77188e+08,4.42196e+07
0.8,9,2.8092e+08,4.95493e+07
0.8,10,2.70528e+08,3.01736e+07
0.8,11,2.73902e+08,4.15054e+07
0.8,12,2.65321e+08,2.11663e+07
0.8,13,2.67504e+08,2.40978e+07
0.8,14,2.70245e+08,2.59051e+07
0.8,15,2.69096e+08,3.59726e+07
0.8,16,2.78608e+08,4.74083e+07
0.8,17,2.65981e+08,2.3391e+07
0.8,18,2.7703e+08,2.54475e+07
0.8,19,2.6861e+08,1.95718e+07
0.8,20,2.64092e+08,2.17658e+07
0.8,21,2.67214e+08,2.10301e+07
0.8,22,2.78e+08,1.98498e+07
0.8,23,2.75534e+08,2.33233e+07
0.8,24,2.67203e+08,1.71436e+07
0.8,25,2.75417e+08,2.57604e+07
0.8,26,2.71219e+08,4.27556e+07
0.8,27,2.58749e+08,1.66386e+07
0.8,28,2.89025e+08,3.52731e+07
0.8,29,2.86637e+08,2.99898e+07
0.8,30,2.88422e+08,4.00292e+07
0.9,1,3.03775e+08,2.23844e+07
0.9,2,3.03287e+08,3.62323e+07
0.9,3,3.08621e+08,5.22858e+07
0.9,4,3.05771e+08,5.38105e+07
0.9,5,3.05702e+08,4.93611e+07
0.9,6,3.23584e+08,5.72647e+07
0.9,7,3.09236e+08,2.01987e+07
0.9,8,3.10415e+08,3.64405e+07
0.9,9,3.03492e+08,3.30545e+07
0.9,10,3.08567e+08,2.53068e+07
0.9,11,3.33542e+08,3.11556e+07
0.9,12,3.16201e+08,3.94808e+07
0.9,13,3.27739e+08,2.72854e+07
0.9,14,3.12365e+08,1.2674e+07
0.9,15,3.03836e+08,2.09392e+07
0.9,16,3.02551e+08,1.78472e+07
0.9,17,3.10005e+08,2.74654e+07
0.9,18,3.04357e+08,1.87774e+07
0.9,19,3.20948e+08,4.22701e+07
0.9,20,3.13485e+08,2.22906e+07
0.9,21,3.07447e+08,2.10156e+07
0.9,22,3.0785e+08,2.26853e+07
0.9,23,3.06318e+08,1.99362e+07
0.9,24,3.1618e+08,3.13967e+07
0.9,25,3.0207e+08,3.17685e+07
0.9,26,3.03605e+08,2.66959e+07
0.9,27,3.0298e+08,1.84292e+07
0.9,28,3.0323e+08,2.16272e+07
0.9,29,3.01004e+08,2.7215e+07
0.9,30,3.05454e+08,2.66811e+07
